"78630e03a2cb3b70edec00869db163c07079d9bf,core/src/test/java/org/elasticsearch/common/settings/SettingsTests.java,SettingsTests.java,3,12139.440841729276,13,2,0,0,0,0,32,32,0,14,109,50,647,496,15,12154.326728720975,7,2,0,0,0,0,13,13,0,2,45,14,320,78,Rename Method,Rename Method	public testReplacePropertiesPlaceholderIgnores() : void renamed to public testReplacePropertiesPlaceholderIgnoresPrompt() : void in class org.elasticsearch.common.settings.SettingsTests"
"1f5ee642fd2d1d72b75f608148df779072850b4e,core/src/test/java/org/elasticsearch/common/geo/builders/PolygonBuilderTests.java,PolygonBuilderTests.java,31,1018.350351963148,6,3,0,0,0,0,8,2,4,6,25,24,110,28,38,891.8445706896129,5,3,0,0,0,0,2,0,0,0,10,13,64,1,Extract Method,Extract Method	package mutatePolygonBuilder(pb PolygonBuilder) : PolygonBuilder extracted from protected mutate(original PolygonBuilder) : PolygonBuilder in class org.elasticsearch.common.geo.builders.PolygonBuilderTests"
"081e0e9d612ad430f7b5d28b36e02b1194ede122,core/src/test/java/org/elasticsearch/common/geo/builders/CircleBuilderTests.java,CircleBuilderTests.java,37,952.9881739966183,5,3,0,0,0,0,4,0,2,3,15,17,70,6,41,870.6311713055526,6,3,0,1,0,1,2,0,0,0,10,7,51,1,Extract Method,Extract Method	package createRandomShape() : CircleBuilder extracted from protected createTestShapeBuilder() : CircleBuilder in class org.elasticsearch.common.geo.builders.CircleBuilderTests"
"081e0e9d612ad430f7b5d28b36e02b1194ede122,core/src/test/java/org/elasticsearch/common/geo/builders/EnvelopeBuilderTests.java,EnvelopeBuilderTests.java,37,1128.0215773250823,5,3,0,0,0,0,5,1,2,3,17,9,70,10,39,1040.2865657553536,6,3,0,1,0,1,2,0,0,0,17,9,60,1,Extract Method,Extract Method	package createRandomShape() : EnvelopeBuilder extracted from protected createTestShapeBuilder() : EnvelopeBuilder in class org.elasticsearch.common.geo.builders.EnvelopeBuilderTests"
"081e0e9d612ad430f7b5d28b36e02b1194ede122,core/src/test/java/org/elasticsearch/common/geo/builders/LineStringBuilderTests.java,LineStringBuilderTests.java,38,784.9694533470946,4,3,0,0,0,0,5,1,2,3,14,13,68,10,41,708.8268714730223,5,3,0,1,0,1,2,0,0,0,9,10,54,1,Extract Method,Extract Method	package createRandomShape() : LineStringBuilder extracted from protected createTestShapeBuilder() : LineStringBuilder in class org.elasticsearch.common.geo.builders.LineStringBuilderTests"
"081e0e9d612ad430f7b5d28b36e02b1194ede122,core/src/test/java/org/elasticsearch/common/geo/builders/MultiLineStringBuilderTests.java,MultiLineStringBuilderTests.java,38,916.2786685167255,5,3,0,0,0,0,4,0,2,3,11,15,65,6,40,836.3656082526368,5,3,0,1,0,1,2,0,0,0,8,11,56,1,Extract Method,Extract Method	package createRandomShape() : MultiLineStringBuilder extracted from protected createTestShapeBuilder() : MultiLineStringBuilder in class org.elasticsearch.common.geo.builders.MultiLineStringBuilderTests"
"081e0e9d612ad430f7b5d28b36e02b1194ede122,core/src/test/java/org/elasticsearch/common/geo/builders/MultiPointBuilderTests.java,MultiPointBuilderTests.java,38,720.1120103351429,6,3,0,0,0,0,5,1,2,3,14,13,68,10,42,644.3779094640329,5,3,0,1,0,1,2,0,0,0,8,8,50,1,Extract Method,Extract Method	package createRandomShape() : MultiPointBuilder extracted from protected createTestShapeBuilder() : MultiPointBuilder in class org.elasticsearch.common.geo.builders.MultiPointBuilderTests"
"081e0e9d612ad430f7b5d28b36e02b1194ede122,core/src/test/java/org/elasticsearch/common/geo/builders/MultiPolygonBuilderTests.java,MultiPolygonBuilderTests.java,39,875.532924553682,4,3,0,0,0,0,4,0,2,5,17,11,60,6,41,835.9584951086791,5,3,0,1,0,1,2,0,0,1,15,6,51,1,Extract Method,Extract Method	package createRandomShape() : MultiPolygonBuilder extracted from protected createTestShapeBuilder() : MultiPolygonBuilder in class org.elasticsearch.common.geo.builders.MultiPolygonBuilderTests"
"081e0e9d612ad430f7b5d28b36e02b1194ede122,core/src/test/java/org/elasticsearch/common/geo/builders/PointBuilderTests.java,PointBuilderTests.java,47,401.6905686335309,4,3,0,0,0,0,4,0,2,2,7,4,39,6,49,325.3715058335023,5,3,0,1,0,1,2,0,0,0,5,2,33,1,Extract Method,Extract Method	package createRandomShape() : PointBuilder extracted from protected createTestShapeBuilder() : PointBuilder in class org.elasticsearch.common.geo.builders.PointBuilderTests"
"081e0e9d612ad430f7b5d28b36e02b1194ede122,core/src/test/java/org/elasticsearch/common/geo/builders/PolygonBuilderTests.java,PolygonBuilderTests.java,31,1105.2826990819533,6,3,0,0,0,0,8,2,4,6,25,24,110,28,37,1065.3537119181333,6,3,0,1,0,1,3,0,1,1,13,14,69,3,Extract Method,Extract Method	package createRandomShape() : PolygonBuilder extracted from protected createTestShapeBuilder() : PolygonBuilder in class org.elasticsearch.common.geo.builders.PolygonBuilderTests"
"eca2435838d7c10348465e3a40cfb85374d6e4ca,core/src/test/java/org/elasticsearch/gateway/PrimaryShardAllocatorTests.java,PrimaryShardAllocatorTests.java,6,19260.924947766263,35,3,0,6,0,0,31,22,0,5,72,43,446,48,13,14272.197030640154,24,3,0,6,0,0,21,19,0,8,48,23,322,0,Rename Method,Rename Method	public testAllocateToTheHighestVersion() : void renamed to public testNoActiveAllocationIds() : void in class org.elasticsearch.gateway.PrimaryShardAllocatorTests"
"5b991b9d5e90258422964023d49ef2315dc201bd,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,63302.998160407464,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,61302.69397141035,39,4,0,15,0,0,53,41,1,58,210,255,1378,399,Extract Method,Extract Method	private getFailableTranslog(fail AtomicBoolean, config TranslogConfig, paritalWrites boolean, throwUnknownException boolean) : Translog extracted from private getFailableTranslog(fail AtomicBoolean, config TranslogConfig) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"5f2df6b95a774254aae5c4eda93f43310c001c80,core/src/test/java/org/elasticsearch/gateway/PrimaryShardAllocatorTests.java,PrimaryShardAllocatorTests.java,6,19260.924947766263,35,3,0,6,0,0,31,22,0,5,72,43,446,48,13,14272.197030640154,24,3,0,6,0,0,21,19,0,8,48,23,322,0,Rename Method,Rename Method	public testAllocateToTheHighestVersion() : void renamed to public testNoActiveAllocationIds() : void in class org.elasticsearch.gateway.PrimaryShardAllocatorTests"
"5f2df6b95a774254aae5c4eda93f43310c001c80,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,61302.69397141035,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,51105.09713585708,31,3,0,13,0,0,42,34,1,50,189,202,1145,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"ca7a4f9ee34fbe1015737afa2d1ed17d14fee273,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,63302.998160407464,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,61302.69397141035,39,4,0,15,0,0,53,41,1,58,210,255,1378,399,Extract Method,Extract Method	private getFailableTranslog(fail AtomicBoolean, config TranslogConfig, paritalWrites boolean, throwUnknownException boolean) : Translog extracted from private getFailableTranslog(fail AtomicBoolean, config TranslogConfig) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"0af71f97101e7ced8e69771a9bbcab2c907e9169,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,72717.90247034491,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,70649.65986811728,43,4,0,16,0,1,56,44,2,72,241,281,1556,415,Extract Method,Extract Method	private getFailableTranslog(fail AtomicBoolean, config TranslogConfig, paritalWrites boolean, throwUnknownException boolean) : Translog extracted from private getFailableTranslog(fail AtomicBoolean, config TranslogConfig) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"0a230ac3fb5612d0ae66e8b1eebe554d998c411c,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,72644.99255690249,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,70577.20469095395,42,4,0,16,0,1,56,44,2,72,241,281,1555,415,Extract Method,Extract Method	private getFailableTranslog(fail AtomicBoolean, config TranslogConfig, paritalWrites boolean, throwUnknownException boolean) : Translog extracted from private getFailableTranslog(fail AtomicBoolean, config TranslogConfig) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"9aa932b69d1dcef92d4e3d99dfc94b5231021a5c,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,72969.471939231,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,70899.68158960393,44,4,0,16,0,1,56,44,2,72,244,281,1559,415,Extract Method,Extract Method	private getFailableTranslog(fail AtomicBoolean, config TranslogConfig, paritalWrites boolean, throwUnknownException boolean) : Translog extracted from private getFailableTranslog(fail AtomicBoolean, config TranslogConfig) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"2f97ff09256429b585252d26724aa0c21ec8c27a,core/src/test/java/org/elasticsearch/common/geo/builders/EnvelopeBuilderTests.java,EnvelopeBuilderTests.java,37,1149.1598879046671,5,3,0,0,0,0,5,1,2,3,17,9,70,10,39,984.1821048619228,5,3,0,0,0,0,2,0,0,0,17,9,59,1,Extract Method,Extract Method	package createRandomShape() : EnvelopeBuilder extracted from protected createTestShapeBuilder() : EnvelopeBuilder in class org.elasticsearch.common.geo.builders.EnvelopeBuilderTests"
"2f97ff09256429b585252d26724aa0c21ec8c27a,core/src/test/java/org/elasticsearch/common/geo/builders/PointBuilderTests.java,PointBuilderTests.java,47,401.6905686335309,4,3,0,0,0,0,4,0,2,2,7,4,39,6,50,279.8104562687687,4,3,0,0,0,0,2,0,0,0,5,2,32,1,Extract Method,Extract Method	package createRandomShape() : PointBuilder extracted from protected createTestShapeBuilder() : PointBuilder in class org.elasticsearch.common.geo.builders.PointBuilderTests"
"853e9c0fd10af51e66f5b9d63c5e6b248968c15e,core/src/test/java/org/elasticsearch/common/geo/builders/EnvelopeBuilderTests.java,EnvelopeBuilderTests.java,37,1149.1598879046671,5,3,0,0,0,0,5,1,2,3,17,9,70,10,39,984.1821048619228,5,3,0,0,0,0,2,0,0,0,17,9,59,1,Extract Method,Extract Method	package createRandomShape() : EnvelopeBuilder extracted from protected createTestShapeBuilder() : EnvelopeBuilder in class org.elasticsearch.common.geo.builders.EnvelopeBuilderTests"
"853e9c0fd10af51e66f5b9d63c5e6b248968c15e,core/src/test/java/org/elasticsearch/common/geo/builders/PointBuilderTests.java,PointBuilderTests.java,47,401.6905686335309,4,3,0,0,0,0,4,0,2,2,7,4,39,6,50,279.8104562687687,4,3,0,0,0,0,2,0,0,0,5,2,32,1,Extract Method,Extract Method	package createRandomShape() : PointBuilder extracted from protected createTestShapeBuilder() : PointBuilder in class org.elasticsearch.common.geo.builders.PointBuilderTests"
"853e9c0fd10af51e66f5b9d63c5e6b248968c15e,core/src/test/java/org/elasticsearch/gateway/PrimaryShardAllocatorTests.java,PrimaryShardAllocatorTests.java,6,19260.924947766263,35,3,0,6,0,0,31,22,0,5,72,43,446,48,13,14272.197030640154,24,3,0,6,0,0,21,19,0,8,48,23,322,0,Rename Method,Rename Method	public testAllocateToTheHighestVersion() : void renamed to public testNoActiveAllocationIds() : void in class org.elasticsearch.gateway.PrimaryShardAllocatorTests"
"853e9c0fd10af51e66f5b9d63c5e6b248968c15e,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,63302.998160407464,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,51105.09713585708,31,3,0,13,0,0,42,34,1,50,189,202,1145,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"83a5fe9650c36fa2a416f9da1e4c63b8432fea4b,core/src/test/java/org/elasticsearch/common/geo/builders/EnvelopeBuilderTests.java,EnvelopeBuilderTests.java,37,1149.1598879046671,5,3,0,0,0,0,5,1,2,3,17,9,70,10,39,984.1821048619228,5,3,0,0,0,0,2,0,0,0,17,9,59,1,Extract Method,Extract Method	package createRandomShape() : EnvelopeBuilder extracted from protected createTestShapeBuilder() : EnvelopeBuilder in class org.elasticsearch.common.geo.builders.EnvelopeBuilderTests"
"83a5fe9650c36fa2a416f9da1e4c63b8432fea4b,core/src/test/java/org/elasticsearch/common/geo/builders/PointBuilderTests.java,PointBuilderTests.java,47,401.6905686335309,4,3,0,0,0,0,4,0,2,2,7,4,39,6,50,279.8104562687687,4,3,0,0,0,0,2,0,0,0,5,2,32,1,Extract Method,Extract Method	package createRandomShape() : PointBuilder extracted from protected createTestShapeBuilder() : PointBuilder in class org.elasticsearch.common.geo.builders.PointBuilderTests"
"83a5fe9650c36fa2a416f9da1e4c63b8432fea4b,core/src/test/java/org/elasticsearch/gateway/PrimaryShardAllocatorTests.java,PrimaryShardAllocatorTests.java,7,18433.901402695647,35,3,0,6,0,0,31,22,0,5,72,43,446,48,13,13403.727072424203,26,3,0,6,0,0,23,19,0,8,51,26,322,0,Rename Method,Rename Method	public testAllocateToTheHighestVersion() : void renamed to public testAllocateToTheHighestVersionOnLegacyIndex() : void in class org.elasticsearch.gateway.PrimaryShardAllocatorTests"
"f214271d897ced0bc532f420edac082a13e6ee46,core/src/test/java/org/elasticsearch/common/geo/builders/EnvelopeBuilderTests.java,EnvelopeBuilderTests.java,37,1149.1598879046671,5,3,0,0,0,0,5,1,2,3,17,9,70,10,39,984.1821048619228,5,3,0,0,0,0,2,0,0,0,17,9,59,1,Extract Method,Extract Method	package createRandomShape() : EnvelopeBuilder extracted from protected createTestShapeBuilder() : EnvelopeBuilder in class org.elasticsearch.common.geo.builders.EnvelopeBuilderTests"
"f214271d897ced0bc532f420edac082a13e6ee46,core/src/test/java/org/elasticsearch/common/geo/builders/PointBuilderTests.java,PointBuilderTests.java,47,401.6905686335309,4,3,0,0,0,0,4,0,2,2,7,4,39,6,50,279.8104562687687,4,3,0,0,0,0,2,0,0,0,5,2,32,1,Extract Method,Extract Method	package createRandomShape() : PointBuilder extracted from protected createTestShapeBuilder() : PointBuilder in class org.elasticsearch.common.geo.builders.PointBuilderTests"
"f214271d897ced0bc532f420edac082a13e6ee46,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,63907.936242011456,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,61302.69397141035,39,4,0,15,0,0,53,41,1,58,210,255,1378,399,Extract Method,Extract Method	private getFailableTranslog(fail AtomicBoolean, config TranslogConfig, paritalWrites boolean, throwUnknownException boolean) : Translog extracted from private getFailableTranslog(fail AtomicBoolean, config TranslogConfig) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"3744fb9dc0ed3f4ccf6503d49a33d287986e64d7,core/src/test/java/org/elasticsearch/common/geo/builders/EnvelopeBuilderTests.java,EnvelopeBuilderTests.java,37,1149.1598879046671,5,3,0,0,0,0,5,1,2,3,17,9,70,10,39,984.1821048619228,5,3,0,0,0,0,2,0,0,0,17,9,59,1,Extract Method,Extract Method	package createRandomShape() : EnvelopeBuilder extracted from protected createTestShapeBuilder() : EnvelopeBuilder in class org.elasticsearch.common.geo.builders.EnvelopeBuilderTests"
"3744fb9dc0ed3f4ccf6503d49a33d287986e64d7,core/src/test/java/org/elasticsearch/common/geo/builders/PointBuilderTests.java,PointBuilderTests.java,47,401.6905686335309,4,3,0,0,0,0,4,0,2,2,7,4,39,6,50,279.8104562687687,4,3,0,0,0,0,2,0,0,0,5,2,32,1,Extract Method,Extract Method	package createRandomShape() : PointBuilder extracted from protected createTestShapeBuilder() : PointBuilder in class org.elasticsearch.common.geo.builders.PointBuilderTests"
"3744fb9dc0ed3f4ccf6503d49a33d287986e64d7,core/src/test/java/org/elasticsearch/gateway/PrimaryShardAllocatorTests.java,PrimaryShardAllocatorTests.java,6,19428.882531741307,35,3,0,6,0,0,31,22,0,5,72,43,446,48,13,14272.197030640154,24,3,0,6,0,0,21,19,0,8,48,23,322,0,Rename Method,Rename Method	public testAllocateToTheHighestVersion() : void renamed to public testNoActiveAllocationIds() : void in class org.elasticsearch.gateway.PrimaryShardAllocatorTests"
"12b93e72f0b25f0b96e4276541d0827f03d3a883,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,69573.33474535437,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,64662.210244467045,42,7,0,16,0,0,56,43,1,61,214,267,1453,491,Rename Method,Rename Method	public testRecoveryUncommittedCorryptedCheckpoint() : void renamed to public testRecoveryUncommittedCorruptedCheckpoint() : void in class org.elasticsearch.index.translog.TranslogTests"
"8a90c8085d8d53389e07016dfd73a55a71623e58,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,69573.33474535437,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,64662.210244467045,42,7,0,16,0,0,56,43,1,61,214,267,1453,491,Rename Method,Rename Method	public testRecoveryUncommittedCorryptedCheckpoint() : void renamed to public testRecoveryUncommittedCorruptedCheckpoint() : void in class org.elasticsearch.index.translog.TranslogTests"
"e275af8a58bbfdfb36674a7b3ea34a3d0849a228,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,69573.33474535437,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,63907.936242011456,41,7,0,16,0,0,55,42,1,60,214,264,1431,446,Rename Method,Rename Method	public testRecoveryUncommittedCorryptedCheckpoint() : void renamed to public testRecoveryUncommittedCorruptedCheckpoint() : void in class org.elasticsearch.index.translog.TranslogTests"
"3b7d1b47f71879a463d5b22530304d9b0a9c9fe0,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,74415.66914251202,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,64662.210244467045,42,7,0,16,0,0,56,43,1,61,214,267,1453,491,Rename Method,Rename Method	public testRecoveryUncommittedCorryptedCheckpoint() : void renamed to public testRecoveryUncommittedCorruptedCheckpoint() : void in class org.elasticsearch.index.translog.TranslogTests"
"4d0feff2efc358914f2d29634eafdb4dec1e5c0f,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,74520.14551271847,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,64671.62387239607,42,7,0,16,0,0,56,43,1,61,214,267,1453,491,Rename Method,Rename Method	public testRecoveryUncommittedCorryptedCheckpoint() : void renamed to public testRecoveryUncommittedCorruptedCheckpoint() : void in class org.elasticsearch.index.translog.TranslogTests"
"f3de7783d2f6e1a53529170c8bfcb79f2e9bade3,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,74510.64766088153,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,64662.210244467045,42,7,0,16,0,0,56,43,1,61,214,267,1453,491,Rename Method,Rename Method	public testRecoveryUncommittedCorryptedCheckpoint() : void renamed to public testRecoveryUncommittedCorruptedCheckpoint() : void in class org.elasticsearch.index.translog.TranslogTests"
"bac12061619247965df861549d814f6f8de96dc4,core/src/test/java/org/elasticsearch/ingest/PipelineExecutionServiceTests.java,PipelineExecutionServiceTests.java,11,14943.140728553455,28,3,0,4,0,0,17,15,0,33,68,30,356,0,14,13073.901350370727,23,3,0,3,0,0,16,15,0,29,49,28,291,0,Rename Method,Rename Method	public testExecutePipelineDoesNotExist() : void renamed to public testExecuteIndexPipelineDoesNotExist() : void in class org.elasticsearch.ingest.PipelineExecutionServiceTests"
"f3883343cb20d7144496080c62b3a2b4fc1fa46a,core/src/test/java/org/elasticsearch/ingest/PipelineStoreTests.java,PipelineStoreTests.java,16,5445.316654264085,19,2,0,1,0,0,11,11,0,13,43,21,328,26,11,14080.08248333471,33,3,0,5,0,0,9,6,3,18,52,19,424,37,Rename Method,Rename Method	public testGetReference() : void renamed to public testPut() : void in class org.elasticsearch.ingest.PipelineStoreTests"
"f49435c78b8a9574d54997492e5305840b610c57,core/src/test/java/org/elasticsearch/cluster/action/shard/ShardStateActionTests.java,ShardStateActionTests.java,13,5938.6655603971685,35,3,0,7,0,1,18,12,2,0,74,38,340,233,27,2197.8509652398375,27,2,0,5,0,1,9,7,2,0,33,16,151,57,Rename Method,Rename Method	public testFailure() : void renamed to public testUnhandledFailure() : void in class org.elasticsearch.cluster.action.shard.ShardStateActionTests"
"f17f9a5f360a0266d0fcc9bf2ff445b28baaa3df,core/src/test/java/org/elasticsearch/cluster/action/shard/ShardStateActionTests.java,ShardStateActionTests.java,13,5744.8390140643205,35,3,0,7,0,1,18,12,2,0,74,38,340,233,19,5938.6655603971685,33,3,0,10,0,1,18,12,2,0,47,23,218,126,Rename Method,Rename Method	public testMasterLeft() : void renamed to public testMasterChannelException() : void in class org.elasticsearch.cluster.action.shard.ShardStateActionTests"
"69b21feb3b13936260e3216afe696cbdadf44be5,core/src/test/java/org/elasticsearch/cluster/action/shard/ShardStateActionTests.java,ShardStateActionTests.java,15,2870.17929532366,35,3,0,7,0,1,18,12,2,0,74,38,340,233,27,2197.8509652398375,27,2,0,5,0,1,9,7,2,0,33,16,151,57,Rename Method,Rename Method	public testFailure() : void renamed to public testUnhandledFailure() : void in class org.elasticsearch.cluster.action.shard.ShardStateActionTests"
"d9a01225cb668c1764d10c9ddd5f4318c5057218,core/src/test/java/org/elasticsearch/action/admin/cluster/node/tasks/TransportTasksActionTests.java,TransportTasksActionTests.java,0,22230.774697053726,53,10,0,6,0,0,41,25,0,19,130,90,700,1055,0,20763.396924954886,63,10,0,15,4,2,53,37,3,13,76,90,569,980,Extract Method,Extract Method	private startBlockingTestNodesAction(checkLatch CountDownLatch, listener ActionListener<NodesResponse>) : Task extracted from public testRunningTasksCount() : void in class org.elasticsearch.action.admin.cluster.node.tasks.TransportTasksActionTests"
"fbfa9f4925957a0478413aec432bcfdc9a0c23b8,core/src/test/java/org/elasticsearch/action/admin/cluster/node/tasks/TransportTasksActionTests.java,TransportTasksActionTests.java,0,22230.774697053726,53,10,0,6,0,0,41,25,0,19,130,90,700,1055,0,20763.396924954886,63,10,0,15,4,2,53,37,3,13,76,90,569,980,Extract Method,Extract Method	private startBlockingTestNodesAction(checkLatch CountDownLatch, listener ActionListener<NodesResponse>) : Task extracted from public testRunningTasksCount() : void in class org.elasticsearch.action.admin.cluster.node.tasks.TransportTasksActionTests"
"0d6d77328d6a8e9cc41ed8c72aadc3b580e6418f,core/src/test/java/org/elasticsearch/action/admin/cluster/node/tasks/TransportTasksActionTests.java,TransportTasksActionTests.java,0,22230.774697053726,53,10,0,6,0,0,41,25,0,19,130,90,700,1055,0,20763.396924954886,63,10,0,15,4,2,53,37,3,13,76,90,569,980,Extract Method,Extract Method	private startBlockingTestNodesAction(checkLatch CountDownLatch, listener ActionListener<NodesResponse>) : Task extracted from public testRunningTasksCount() : void in class org.elasticsearch.action.admin.cluster.node.tasks.TransportTasksActionTests"
"0d6d77328d6a8e9cc41ed8c72aadc3b580e6418f,core/src/test/java/org/elasticsearch/cluster/action/shard/ShardStateActionTests.java,ShardStateActionTests.java,15,2957.873300858073,35,3,0,7,0,1,18,12,2,0,74,38,340,233,27,2197.8509652398375,27,2,0,5,0,1,9,7,2,0,33,16,151,57,Rename Method,Rename Method	public testFailure() : void renamed to public testUnhandledFailure() : void in class org.elasticsearch.cluster.action.shard.ShardStateActionTests"
"3d0cedbabbedca4649f8778cb3e6329717db4b7a,core/src/test/java/org/elasticsearch/action/admin/cluster/node/tasks/TransportTasksActionTests.java,TransportTasksActionTests.java,0,22222.17478421154,53,10,0,6,0,0,41,25,0,19,130,90,700,1055,0,20754.873362998827,63,10,0,15,4,2,53,37,3,13,76,90,569,980,Extract Method,Extract Method	private startBlockingTestNodesAction(checkLatch CountDownLatch, listener ActionListener<NodesResponse>) : Task extracted from public testRunningTasksCount() : void in class org.elasticsearch.action.admin.cluster.node.tasks.TransportTasksActionTests"
"3d0cedbabbedca4649f8778cb3e6329717db4b7a,core/src/test/java/org/elasticsearch/cluster/action/shard/ShardStateActionTests.java,ShardStateActionTests.java,15,2965.158703076935,35,3,0,7,0,1,18,12,2,0,74,38,340,233,27,2197.8509652398375,27,2,0,5,0,1,9,7,2,0,33,16,151,57,Rename Method,Rename Method	public testFailure() : void renamed to public testUnhandledFailure() : void in class org.elasticsearch.cluster.action.shard.ShardStateActionTests"
"602a0f183ed055ae4e0688fc0aa14cfb13c96306,core/src/test/java/org/elasticsearch/action/admin/cluster/node/tasks/TransportTasksActionTests.java,TransportTasksActionTests.java,0,22230.774697053726,53,10,0,6,0,0,41,25,0,19,130,90,700,1055,0,20763.396924954886,63,10,0,15,4,2,53,37,3,13,76,90,569,980,Extract Method,Extract Method	private startBlockingTestNodesAction(checkLatch CountDownLatch, listener ActionListener<NodesResponse>) : Task extracted from public testRunningTasksCount() : void in class org.elasticsearch.action.admin.cluster.node.tasks.TransportTasksActionTests"
"602a0f183ed055ae4e0688fc0aa14cfb13c96306,core/src/test/java/org/elasticsearch/cluster/action/shard/ShardStateActionTests.java,ShardStateActionTests.java,15,2957.873300858073,35,3,0,7,0,1,18,12,2,0,74,38,340,233,27,2197.8509652398375,27,2,0,5,0,1,9,7,2,0,33,16,151,57,Rename Method,Rename Method	public testFailure() : void renamed to public testUnhandledFailure() : void in class org.elasticsearch.cluster.action.shard.ShardStateActionTests"
"e8b9880211c3d9ee3502c9bf06afb6089327402b,core/src/test/java/org/elasticsearch/common/util/concurrent/ThreadContextTests.java,ThreadContextTests.java,7,5025.437799299818,7,2,0,0,0,0,20,19,0,14,61,52,563,435,26,4233.026182414358,4,2,0,0,0,0,6,6,0,2,26,11,147,15,Rename Method,Rename Method	public testStashContextWithMerge() : void renamed to public testStashAndMerge() : void in class org.elasticsearch.common.util.concurrent.ThreadContextTests"
"dbff74308bc4013bd915600230f0c8a8b9748940,core/src/test/java/org/elasticsearch/cluster/metadata/MetaDataIndexUpgradeServiceTests.java,MetaDataIndexUpgradeServiceTests.java,28,2589.393938199632,8,2,0,0,0,0,7,7,1,31,35,7,141,21,34,2589.393938199632,8,2,0,0,0,0,4,4,1,15,24,4,81,6,Rename Method,Rename Method	public testUpgrad() : void renamed to public testUpgrade() : void in class org.elasticsearch.cluster.metadata.MetaDataIndexUpgradeServiceTests"
"cd8320b1716642ae4b0daec6ebc7623d041df674,core/src/test/java/org/elasticsearch/action/admin/cluster/node/tasks/TransportTasksActionTests.java,TransportTasksActionTests.java,0,22230.774697053726,53,10,0,6,0,0,41,25,0,19,130,90,700,1055,0,20763.396924954886,63,10,0,15,4,2,53,37,3,13,76,90,569,980,Extract Method,Extract Method	private startBlockingTestNodesAction(checkLatch CountDownLatch, listener ActionListener<NodesResponse>) : Task extracted from public testRunningTasksCount() : void in class org.elasticsearch.action.admin.cluster.node.tasks.TransportTasksActionTests"
"cd8320b1716642ae4b0daec6ebc7623d041df674,core/src/test/java/org/elasticsearch/cluster/action/shard/ShardStateActionTests.java,ShardStateActionTests.java,15,2957.873300858073,35,3,0,7,0,1,18,12,2,0,74,38,340,233,27,2197.8509652398375,27,2,0,5,0,1,9,7,2,0,33,16,151,57,Rename Method,Rename Method	public testFailure() : void renamed to public testUnhandledFailure() : void in class org.elasticsearch.cluster.action.shard.ShardStateActionTests"
