"286c1719879e0b5d1b0d665d4bdfdf835e0f7b40,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestTaskImpl.java,TestTaskImpl.java,1,12444.66385148365,50,4,0,26,0,1,59,35,0,1,61,65,640,196,7,11730.555393451585,49,4,0,28,0,1,47,24,0,1,52,47,454,235,Rename Method,Rename Method	private runSpeculativeTaskAttemptSucceedsEvenIfFirstFails(failEvent TaskEventType) : void renamed to private runSpeculativeTaskAttemptSucceeds(firstAttemptFinishEvent TaskEventType) : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestTaskImpl"
"c41f9f3b71da1d37a9875cf6fcf4eb4f06ad9b5f,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/localizer/TestResourceLocalizationService.java,TestResourceLocalizationService.java,0,106422.90602267053,104,1,0,6,0,2,33,16,8,76,184,137,2075,373,0,104177.04646770986,110,3,0,10,0,3,41,20,8,99,195,163,2454,684,Extract Method,Extract Method	private getDispatcher(config Configuration) : DrainDispatcher extracted from public testDownloadingResourcesOnContainerKill() : void in class org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.TestResourceLocalizationService"
"c41f9f3b71da1d37a9875cf6fcf4eb4f06ad9b5f,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/TestLeafQueue.java,TestLeafQueue.java,0,147052.26653138423,54,1,0,19,0,8,36,30,1,220,158,55,2208,0,0,140414.23776425456,76,1,0,21,0,9,47,36,1,292,208,73,3208,88,Rename Method,Rename Method	public testNodeLocalityAfterQueueRefresh() : void renamed to public testLocalityDelaysAfterQueueRefresh() : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.TestLeafQueue"
"3231ead84ba57b390ccc041fcee6def6aa866860,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/localizer/TestResourceLocalizationService.java,TestResourceLocalizationService.java,0,106422.90602267053,104,1,0,6,0,2,33,16,8,76,184,137,2075,373,0,104177.04646770986,110,3,0,10,0,3,41,20,8,99,195,163,2454,684,Extract Method,Extract Method	private getDispatcher(config Configuration) : DrainDispatcher extracted from public testDownloadingResourcesOnContainerKill() : void in class org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.TestResourceLocalizationService"
"3231ead84ba57b390ccc041fcee6def6aa866860,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/TestLeafQueue.java,TestLeafQueue.java,0,147052.26653138423,54,1,0,19,0,8,36,30,1,220,158,55,2208,0,0,140442.90153080958,76,1,0,21,0,9,47,36,1,293,208,73,3209,88,Rename Method,Rename Method	public testNodeLocalityAfterQueueRefresh() : void renamed to public testLocalityDelaysAfterQueueRefresh() : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.TestLeafQueue"
"fdb6b9445c86ca4c6fbe8681212b28005dbf4f7e,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/jobhistory/TestJobHistoryEventHandler.java,TestJobHistoryEventHandler.java,0,36321.343221985204,58,3,0,17,0,3,34,24,2,6,102,48,801,495,0,35635.628316834795,59,3,0,17,0,3,37,25,3,7,115,51,864,582,Extract Method,Extract Method	private mockJob() : Job extracted from private mockAppContext(appId ApplicationId, isLastAMRetry boolean) : AppContext in class org.apache.hadoop.mapreduce.jobhistory.TestJobHistoryEventHandler"
"28eb2aabebd15c15a357d86e23ca407d3c85211c,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/balancer/TestBalancer.java,TestBalancer.java,0,72474.18770108424,37,3,0,21,0,13,68,33,11,60,155,173,1360,1482,0,68858.89975716334,50,3,0,35,0,20,82,43,13,73,215,207,1792,2461,Extract Method,Extract Method	private doTest(conf Configuration, capacities long[], racks String[], newCapacity long, newRack String, nodes NewNodeInfo, useTool boolean, useFile boolean, useNamesystemSpy boolean) : void extracted from private doTest(conf Configuration, capacities long[], racks String[], newCapacity long, newRack String, nodes NewNodeInfo, useTool boolean, useFile boolean) : void in class org.apache.hadoop.hdfs.server.balancer.TestBalancer"
"4cbf5c5c4138329747d5cd04f24712795e7aba0a,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/balancer/TestBalancer.java,TestBalancer.java,0,68389.24387157182,37,3,0,21,0,13,68,33,11,60,155,173,1360,1482,0,64801.91702347972,48,3,0,28,0,20,78,40,13,73,207,201,1705,2187,Extract Method,Extract Method	private doTest(conf Configuration, capacities long[], racks String[], newCapacity long, newRack String, nodes NewNodeInfo, useTool boolean, useFile boolean, useNamesystemSpy boolean) : void extracted from private doTest(conf Configuration, capacities long[], racks String[], newCapacity long, newRack String, nodes NewNodeInfo, useTool boolean, useFile boolean) : void in class org.apache.hadoop.hdfs.server.balancer.TestBalancer"
"86414507f4f584ddde97ff5f1d9e38204b36f77a,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/balancer/TestBalancer.java,TestBalancer.java,0,72552.51700419268,37,3,0,21,0,13,68,33,11,60,155,173,1360,1482,0,68858.89975716334,50,3,0,35,0,20,82,43,13,73,215,207,1792,2461,Extract Method,Extract Method	private doTest(conf Configuration, capacities long[], racks String[], newCapacity long, newRack String, nodes NewNodeInfo, useTool boolean, useFile boolean, useNamesystemSpy boolean) : void extracted from private doTest(conf Configuration, capacities long[], racks String[], newCapacity long, newRack String, nodes NewNodeInfo, useTool boolean, useFile boolean) : void in class org.apache.hadoop.hdfs.server.balancer.TestBalancer"
"a2f680493f040704e2b85108e286731ee3860a52,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/linux/resources/TestCGroupsHandlerImpl.java,TestCGroupsHandlerImpl.java,15,12208.401862642815,14,1,0,7,0,1,9,9,3,7,53,21,271,8,9,11236.61012877245,17,2,0,7,0,1,13,11,3,15,69,39,433,24,Rename Method,Rename Method	public createMockMTab(parentDir File) : File renamed to public createPremountedCgroups(parentDir File, cpuAcct boolean) : File in class org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.TestCGroupsHandlerImpl"
"486a160735b1adb191a7ad2a9d615fba4d15eddc,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/linux/resources/TestCGroupsHandlerImpl.java,TestCGroupsHandlerImpl.java,15,12208.401862642815,14,1,0,7,0,1,9,9,3,7,53,21,271,8,9,11236.61012877245,17,2,0,7,0,1,13,11,3,15,69,39,433,24,Rename Method,Rename Method	public createMockMTab(parentDir File) : File renamed to public createPremountedCgroups(parentDir File, cpuAcct boolean) : File in class org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.TestCGroupsHandlerImpl"
"c48f2976a3de60b95c4a5ada4f0131c4cdde177a,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-applicationhistoryservice/src/test/java/org/apache/hadoop/yarn/server/applicationhistoryservice/TestApplicationHistoryManagerOnTimelineStore.java,TestApplicationHistoryManagerOnTimelineStore.java,0,21360.133298693094,36,1,0,5,0,2,18,14,7,10,81,83,573,0,0,20696.784310608884,38,1,0,5,0,2,19,14,8,16,86,88,644,5,Extract Method,Extract Method	private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean, state YarnApplicationState, missingPreemptMetrics boolean) : TimelineEntity extracted from private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean, state YarnApplicationState) : TimelineEntity in class org.apache.hadoop.yarn.server.applicationhistoryservice.TestApplicationHistoryManagerOnTimelineStore"
"d370edc6aa72ec34e9bac8afef09c775c0e70238,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-applicationhistoryservice/src/test/java/org/apache/hadoop/yarn/server/applicationhistoryservice/TestApplicationHistoryManagerOnTimelineStore.java,TestApplicationHistoryManagerOnTimelineStore.java,0,21360.133298693094,36,1,0,5,0,2,18,14,7,10,81,83,573,0,0,20696.784310608884,38,1,0,5,0,2,19,14,8,16,86,88,644,5,Extract Method,Extract Method	private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean, state YarnApplicationState, missingPreemptMetrics boolean) : TimelineEntity extracted from private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean, state YarnApplicationState) : TimelineEntity in class org.apache.hadoop.yarn.server.applicationhistoryservice.TestApplicationHistoryManagerOnTimelineStore"
"c992cf638e9b391dd8ad5dbb87df59c187a98f18,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-applicationhistoryservice/src/test/java/org/apache/hadoop/yarn/server/applicationhistoryservice/TestApplicationHistoryManagerOnTimelineStore.java,TestApplicationHistoryManagerOnTimelineStore.java,0,20678.454448145018,36,1,0,5,0,2,18,14,7,10,81,83,573,0,0,20060.051958509088,37,1,0,5,0,2,19,14,8,13,86,88,629,5,Extract Method,Extract Method	private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean, missingPreemptMetrics boolean) : TimelineEntity extracted from private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean) : TimelineEntity in class org.apache.hadoop.yarn.server.applicationhistoryservice.TestApplicationHistoryManagerOnTimelineStore"
"5f02de2e029fd739c8504740467b838d1d336e40,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/balancer/TestBalancer.java,TestBalancer.java,0,72611.26398152401,37,3,0,21,0,13,68,33,11,60,155,173,1360,1482,0,68858.89975716334,50,3,0,35,0,20,82,43,13,73,215,207,1792,2461,Extract Method,Extract Method	private doTest(conf Configuration, capacities long[], racks String[], newCapacity long, newRack String, nodes NewNodeInfo, useTool boolean, useFile boolean, useNamesystemSpy boolean) : void extracted from private doTest(conf Configuration, capacities long[], racks String[], newCapacity long, newRack String, nodes NewNodeInfo, useTool boolean, useFile boolean) : void in class org.apache.hadoop.hdfs.server.balancer.TestBalancer"
"5f02de2e029fd739c8504740467b838d1d336e40,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-applicationhistoryservice/src/test/java/org/apache/hadoop/yarn/server/applicationhistoryservice/TestApplicationHistoryManagerOnTimelineStore.java,TestApplicationHistoryManagerOnTimelineStore.java,0,21360.133298693094,36,1,0,5,0,2,18,14,7,10,81,83,573,0,0,20696.784310608884,38,1,0,5,0,2,19,14,8,16,86,88,644,5,Extract Method,Extract Method	private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean, state YarnApplicationState, missingPreemptMetrics boolean) : TimelineEntity extracted from private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean, state YarnApplicationState) : TimelineEntity in class org.apache.hadoop.yarn.server.applicationhistoryservice.TestApplicationHistoryManagerOnTimelineStore"
"5f02de2e029fd739c8504740467b838d1d336e40,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/linux/resources/TestCGroupsHandlerImpl.java,TestCGroupsHandlerImpl.java,15,12208.401862642815,14,1,0,7,0,1,9,9,3,7,53,21,271,8,10,9937.213883966297,17,2,0,7,0,1,12,10,3,12,65,38,399,26,Rename Method,Rename Method	public createMockMTab(parentDir File) : File renamed to public createPremountedCgroups(parentDir File, cpuAcct boolean) : File in class org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.TestCGroupsHandlerImpl"
"bd732349df12b746d09e672c5e43b11173020770,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/linux/resources/TestCGroupsHandlerImpl.java,TestCGroupsHandlerImpl.java,15,12208.401862642815,14,1,0,7,0,1,9,9,3,7,53,21,271,8,9,11236.61012877245,17,2,0,7,0,1,13,11,3,15,69,39,433,24,Rename Method,Rename Method	public createMockMTab(parentDir File) : File renamed to public createPremountedCgroups(parentDir File, cpuAcct boolean) : File in class org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.TestCGroupsHandlerImpl"
"229cb89c317f31e2f64ba5b6ff0ae817ad4aa00c,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-applicationhistoryservice/src/test/java/org/apache/hadoop/yarn/server/applicationhistoryservice/TestApplicationHistoryManagerOnTimelineStore.java,TestApplicationHistoryManagerOnTimelineStore.java,0,21360.133298693094,36,1,0,5,0,2,18,14,7,10,81,83,573,0,0,20696.784310608884,38,1,0,5,0,2,19,14,8,16,86,88,644,5,Extract Method,Extract Method	private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean, state YarnApplicationState, missingPreemptMetrics boolean) : TimelineEntity extracted from private createApplicationTimelineEntity(appId ApplicationId, emptyACLs boolean, noAttemptId boolean, wrongAppId boolean, enableUpdateEvent boolean, state YarnApplicationState) : TimelineEntity in class org.apache.hadoop.yarn.server.applicationhistoryservice.TestApplicationHistoryManagerOnTimelineStore"
"999c8fcbefc876d9c26c23c5b87a64a81e4f113e,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/blockmanagement/TestUnderReplicatedBlocks.java,TestUnderReplicatedBlocks.java,30,3210.2364566576025,11,1,0,0,0,0,2,2,0,2,29,2,122,1,29,2747.911254071274,11,1,0,0,0,0,2,2,0,3,34,2,133,1,Rename Method,Rename Method	public testSetrepIncWithUnderReplicatedBlocks() : void renamed to public testSetRepIncWithUnderReplicatedBlocks() : void in class org.apache.hadoop.hdfs.server.blockmanagement.TestUnderReplicatedBlocks"
"999c8fcbefc876d9c26c23c5b87a64a81e4f113e,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/metrics/TestNameNodeMetrics.java,TestNameNodeMetrics.java,5,23954.552049535894,28,1,0,14,1,9,21,15,1,11,82,30,562,22,3,19724.224101076903,34,1,0,14,1,9,22,17,1,12,101,38,651,21,Extract Method,Extract Method	private waitForDnMetricValue(source String, name String, expected long, sleepInterval long) : MetricsRecordBuilder extracted from public testCorruptBlock() : void in class org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics"
"82bbcbf37f8137112a6270932b2ad7572785c387,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/TestJobEndNotifier.java,TestJobEndNotifier.java,13,10533.140419606127,26,6,0,8,4,4,23,14,1,9,64,26,357,221,13,10110.884963060913,26,6,0,8,4,4,23,14,1,9,64,26,357,221,Extract Method,Extract Method	private testNotificationOnLastRetry(withRuntimeException boolean) : void extracted from public testNotificationOnLastRetryNormalShutdown() : void in class org.apache.hadoop.mapreduce.v2.app.TestJobEndNotifier"
"182e98c703aee94ad58325f4b26fd238ec474abc,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/TestJobEndNotifier.java,TestJobEndNotifier.java,13,10533.140419606127,26,6,0,8,4,4,23,14,1,9,64,26,357,221,13,10110.884963060913,26,6,0,8,4,4,23,14,1,9,64,26,357,221,Extract Method,Extract Method	private testNotificationOnLastRetry(withRuntimeException boolean) : void extracted from public testNotificationOnLastRetryNormalShutdown() : void in class org.apache.hadoop.mapreduce.v2.app.TestJobEndNotifier"
"6460df21a09a7fcc29eceb8dc3859d6298da6882,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/TestDistributedFileSystem.java,TestDistributedFileSystem.java,0,48436.12297278262,39,2,0,3,0,1,22,19,0,32,143,88,958,345,0,47209.35380437372,43,2,0,4,0,2,39,30,2,52,221,141,1347,808,Rename Method,Rename Method	public testDFSDataOutputStreamBuilder() : void renamed to public testDFSDataOutputStreamBuilderForCreation() : void in class org.apache.hadoop.hdfs.TestDistributedFileSystem"
"33afa1fdca8dfafc0214504626650fb25aec0b95,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/TestDistributedFileSystem.java,TestDistributedFileSystem.java,0,53555.3063100277,39,2,0,3,0,1,22,19,0,32,143,88,958,345,0,52306.339772967374,49,2,0,4,0,2,40,32,2,60,216,144,1449,1011,Rename Method,Rename Method	public testDFSDataOutputStreamBuilder() : void renamed to public testDFSDataOutputStreamBuilderForCreation() : void in class org.apache.hadoop.hdfs.TestDistributedFileSystem"
"2b3c4b840cf52e15d05b23bf41c9064fc3337995,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/blockmanagement/TestUnderReplicatedBlocks.java,TestUnderReplicatedBlocks.java,30,3210.2364566576025,11,1,0,0,0,0,2,2,0,2,29,2,122,1,29,2747.911254071274,11,1,0,0,0,0,2,2,0,3,34,2,133,1,Rename Method,Rename Method	public testSetrepIncWithUnderReplicatedBlocks() : void renamed to public testSetRepIncWithUnderReplicatedBlocks() : void in class org.apache.hadoop.hdfs.server.blockmanagement.TestUnderReplicatedBlocks"
"2b3c4b840cf52e15d05b23bf41c9064fc3337995,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/metrics/TestNameNodeMetrics.java,TestNameNodeMetrics.java,5,23954.552049535894,28,1,0,14,1,9,21,15,1,11,82,30,562,22,5,18582.21389668712,31,1,0,14,1,9,21,16,1,12,95,34,617,12,Extract Method,Extract Method	private waitForDnMetricValue(source String, name String, expected long, sleepInterval long) : MetricsRecordBuilder extracted from public testCorruptBlock() : void in class org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics"
"2b3c4b840cf52e15d05b23bf41c9064fc3337995,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/TestJobEndNotifier.java,TestJobEndNotifier.java,13,10533.140419606127,26,6,0,8,4,4,23,14,1,9,64,26,357,221,13,10110.884963060913,26,6,0,8,4,4,23,14,1,9,64,26,357,221,Extract Method,Extract Method	private testNotificationOnLastRetry(withRuntimeException boolean) : void extracted from public testNotificationOnLastRetryNormalShutdown() : void in class org.apache.hadoop.mapreduce.v2.app.TestJobEndNotifier"
"99474212cc3bef7e1da7797f661cfbbe7b40c478,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/blockmanagement/TestUnderReplicatedBlocks.java,TestUnderReplicatedBlocks.java,30,3210.2364566576025,11,1,0,0,0,0,2,2,0,2,29,2,122,1,29,2747.911254071274,11,1,0,0,0,0,2,2,0,3,34,2,133,1,Rename Method,Rename Method	public testSetrepIncWithUnderReplicatedBlocks() : void renamed to public testSetRepIncWithUnderReplicatedBlocks() : void in class org.apache.hadoop.hdfs.server.blockmanagement.TestUnderReplicatedBlocks"
"99474212cc3bef7e1da7797f661cfbbe7b40c478,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/metrics/TestNameNodeMetrics.java,TestNameNodeMetrics.java,5,23954.552049535894,28,1,0,14,1,9,21,15,1,11,82,30,562,22,5,18582.21389668712,31,1,0,14,1,9,21,16,1,12,95,34,617,12,Extract Method,Extract Method	private waitForDnMetricValue(source String, name String, expected long, sleepInterval long) : MetricsRecordBuilder extracted from public testCorruptBlock() : void in class org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics"
"99474212cc3bef7e1da7797f661cfbbe7b40c478,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/TestJobEndNotifier.java,TestJobEndNotifier.java,13,10533.140419606127,26,6,0,8,4,4,23,14,1,9,64,26,357,221,13,10110.884963060913,26,6,0,8,4,4,23,14,1,9,64,26,357,221,Extract Method,Extract Method	private testNotificationOnLastRetry(withRuntimeException boolean) : void extracted from public testNotificationOnLastRetryNormalShutdown() : void in class org.apache.hadoop.mapreduce.v2.app.TestJobEndNotifier"
"fce795101461cbce37334b0799b2238825f5a5aa,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ha/TestShellCommandFencer.java,TestShellCommandFencer.java,25,3893.823304928669,9,1,0,2,0,1,12,11,2,1,19,18,157,24,26,2760.81593522359,9,1,0,2,0,1,12,11,2,1,19,18,157,24,Rename Method,Rename Method	public setupLogSpy() : void renamed to public setupLogMock() : void in class org.apache.hadoop.ha.TestShellCommandFencer"
"e494a169ed94d321a8ae90203027920eaa30775c,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ha/TestShellCommandFencer.java,TestShellCommandFencer.java,25,3893.823304928669,9,1,0,2,0,1,12,11,2,1,19,18,157,24,26,2760.81593522359,9,1,0,2,0,1,12,11,2,1,19,18,157,24,Rename Method,Rename Method	public setupLogSpy() : void renamed to public setupLogMock() : void in class org.apache.hadoop.ha.TestShellCommandFencer"
"12c8fdceaf263425661169cba25402df89d444c1,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,1,26859.187046826257,26,2,0,0,0,0,27,19,1,16,90,49,670,351,0,25989.923298130274,26,2,0,0,0,0,30,21,1,17,93,52,740,435,Extract Method,Extract Method	private createHttpFSConf(addDelegationTokenAuthHandler boolean, sslEnabled boolean) : Configuration extracted from private createHttpFSServer(addDelegationTokenAuthHandler boolean) : void in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
"b3a7f3b2dfffdd83abcfbe630e31acfcf68f5521,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ha/TestShellCommandFencer.java,TestShellCommandFencer.java,25,3893.823304928669,9,1,0,2,0,1,12,11,2,1,19,18,157,24,26,2760.81593522359,9,1,0,2,0,1,12,11,2,1,19,18,157,24,Rename Method,Rename Method	public setupLogSpy() : void renamed to public setupLogMock() : void in class org.apache.hadoop.ha.TestShellCommandFencer"
"b3a7f3b2dfffdd83abcfbe630e31acfcf68f5521,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,1,26859.187046826257,26,2,0,0,0,0,27,19,1,16,90,49,670,351,0,25989.923298130274,26,2,0,0,0,0,30,21,1,17,93,52,740,435,Extract Method,Extract Method	private createHttpFSConf(addDelegationTokenAuthHandler boolean, sslEnabled boolean) : Configuration extracted from private createHttpFSServer(addDelegationTokenAuthHandler boolean) : void in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
"8a4bff02c1534c6bf529726f2bbe414ac4c172e8,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,0,30908.786120780955,26,2,0,0,0,0,27,19,1,16,90,49,670,351,0,26859.187046826257,28,2,0,0,0,0,34,22,1,17,98,59,793,561,Extract Method,Extract Method	private putCmdWithReturn(filename String, command String, params String) : HttpURLConnection extracted from private putCmd(filename String, command String, params String) : void in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
"b114f2488fc1a298d9c993af6ca3575249e6f4d3,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ha/TestShellCommandFencer.java,TestShellCommandFencer.java,25,3893.823304928669,9,1,0,2,0,1,12,11,2,1,19,18,157,24,26,2760.81593522359,9,1,0,2,0,1,12,11,2,1,19,18,157,24,Rename Method,Rename Method	public setupLogSpy() : void renamed to public setupLogMock() : void in class org.apache.hadoop.ha.TestShellCommandFencer"
"b114f2488fc1a298d9c993af6ca3575249e6f4d3,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,0,30908.786120780955,26,2,0,0,0,0,27,19,1,16,90,49,670,351,0,25989.923298130274,26,2,0,0,0,0,30,21,1,17,93,52,740,435,Extract Method,Extract Method	private createHttpFSConf(addDelegationTokenAuthHandler boolean, sslEnabled boolean) : Configuration extracted from private createHttpFSServer(addDelegationTokenAuthHandler boolean) : void in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
"a32e0138fb63c92902e6613001f38a87c8a41321,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestJobImpl.java,TestJobImpl.java,0,42367.277581895774,69,8,0,13,0,2,42,33,8,80,101,92,925,1075,0,39450.05565957674,85,8,0,13,0,2,44,35,8,93,124,106,1074,1205,Extract Method,Extract Method	private createSpiedMapTasks(nodeReportsToTaskIds Map<NodeReport,TaskId>, spiedTasks Map<TaskId,Task>, job JobImpl, nodeState NodeState, nodeReports List<NodeReport>) : void extracted from public testUnusableNodeTransition() : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestJobImpl"
"28d97b79b69bb2be02d9320105e155eeed6f9e78,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestReservationInputValidator.java,TestReservationInputValidator.java,2,20891.49418497501,31,1,0,7,0,2,27,25,0,18,42,58,539,0,0,18495.850547897546,33,1,0,7,0,2,36,33,0,21,48,75,688,0,Extract Method,Extract Method	private createSimpleReservationUpdateRequest(numRequests int, numContainers int, arrival long, deadline long, duration long, recurrence String) : ReservationUpdateRequest extracted from private createSimpleReservationUpdateRequest(numRequests int, numContainers int, arrival long, deadline long, duration long) : ReservationUpdateRequest in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestReservationInputValidator"
"d0bca3557f3655cb7613af2880d0b98bc8ec9598,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestJobImpl.java,TestJobImpl.java,0,42367.277581895774,69,8,0,13,0,2,42,33,8,80,101,92,925,1075,0,39450.05565957674,85,8,0,13,0,2,44,35,8,93,124,106,1074,1205,Extract Method,Extract Method	private createSpiedMapTasks(nodeReportsToTaskIds Map<NodeReport,TaskId>, spiedTasks Map<TaskId,Task>, job JobImpl, nodeState NodeState, nodeReports List<NodeReport>) : void extracted from public testUnusableNodeTransition() : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestJobImpl"
